row_id,split,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target
oulad_final_result_1332,test,BBB,2013J,606736,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1620,valid,GGG,2014B,633585,F,Scotland,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
oulad_final_result_1559,valid,BBB,2014J,624342,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
oulad_final_result_1583,test,BBB,2014J,653068,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
oulad_final_result_0110,train,DDD,2013J,442530,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,Y,Withdrawn
oulad_final_result_0400,train,CCC,2014B,568084,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction
oulad_final_result_0154,train,EEE,2014B,135330,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Fail
oulad_final_result_1806,train,FFF,2013B,336362,M,East Anglian Region,Lower Than A Level,70-80%,0-35,2,120,Y,Fail
oulad_final_result_0042,train,DDD,2014B,367127,F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_0133,train,DDD,2014J,335018,F,London Region,Lower Than A Level,50-60%,0-35,2,60,N,Pass
oulad_final_result_1286,test,DDD,2013J,590762,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
oulad_final_result_0726,valid,FFF,2013B,2532652,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
oulad_final_result_1047,train,BBB,2014J,510471,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
oulad_final_result_1023,train,FFF,2013J,594376,M,Scotland,HE Qualification,0-10%,0-35,0,90,N,Withdrawn
oulad_final_result_1272,train,BBB,2014J,635328,M,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail
oulad_final_result_1870,train,CCC,2014B,628575,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
oulad_final_result_0709,train,AAA,2013J,1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
oulad_final_result_0751,train,CCC,2014B,553410,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
oulad_final_result_1851,train,BBB,2013J,598199,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1602,train,EEE,2013J,588280,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
oulad_final_result_1667,train,GGG,2014B,607536,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
oulad_final_result_1988,train,DDD,2014B,624789,M,Scotland,HE Qualification,0-10%,0-35,0,60,Y,Pass
oulad_final_result_1761,train,DDD,2013B,395757,M,South West Region,HE Qualification,50-60%,35-55,0,130,N,Pass
oulad_final_result_0705,train,FFF,2013J,604918,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
oulad_final_result_0947,test,BBB,2013J,586490,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
oulad_final_result_0946,train,CCC,2014J,126812,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_1436,test,GGG,2013J,593858,F,London Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass
oulad_final_result_0397,train,FFF,2013J,560946,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
oulad_final_result_1113,train,FFF,2013B,1627071,M,London Region,Lower Than A Level,10-20,35-55,1,120,Y,Fail
oulad_final_result_0286,train,DDD,2013B,491108,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
oulad_final_result_0216,train,FFF,2013J,504956,M,Scotland,HE Qualification,30-40%,35-55,1,90,Y,Fail
oulad_final_result_0999,valid,FFF,2013J,572250,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_0304,test,BBB,2014J,598035,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
oulad_final_result_0879,test,DDD,2014J,551440,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
oulad_final_result_0302,train,BBB,2013B,513210,F,London Region,Lower Than A Level,30-40%,35-55,1,120,Y,Withdrawn
oulad_final_result_0826,valid,FFF,2013J,610517,M,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
oulad_final_result_1730,train,FFF,2013J,377705,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail
oulad_final_result_0375,train,DDD,2013J,501867,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass
oulad_final_result_0688,train,DDD,2013J,465441,M,West Midlands Region,HE Qualification,60-70%,0-35,1,60,N,Pass
oulad_final_result_1177,train,DDD,2014J,676498,F,London Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_0146,train,DDD,2013J,114558,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass
oulad_final_result_0153,valid,GGG,2013J,601576,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
oulad_final_result_1362,train,EEE,2013J,486964,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail
oulad_final_result_0145,valid,FFF,2014J,582034,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_0461,valid,FFF,2014J,693497,M,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass
oulad_final_result_1885,train,CCC,2014J,2504694,F,North Western Region,Lower Than A Level,10-20,0-35,0,90,Y,Withdrawn
oulad_final_result_1013,train,BBB,2014B,336356,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
oulad_final_result_1046,train,DDD,2014J,477354,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_0634,train,DDD,2013J,1835411,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Distinction
oulad_final_result_1704,train,EEE,2014J,344740,M,London Region,Lower Than A Level,60-70%,35-55,0,90,N,Distinction
oulad_final_result_0229,test,FFF,2014B,626765,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
oulad_final_result_0280,train,GGG,2014J,692828,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
oulad_final_result_1251,test,BBB,2013J,594056,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
oulad_final_result_0327,train,CCC,2014J,589723,F,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn
oulad_final_result_1310,train,FFF,2013J,599805,M,South Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn
oulad_final_result_1036,test,BBB,2013B,559180,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_1711,train,BBB,2013J,568502,F,London Region,HE Qualification,40-50%,0-35,0,120,N,Pass
oulad_final_result_1374,train,EEE,2013J,195234,M,Scotland,Lower Than A Level,90-100%,0-35,0,30,N,Fail
oulad_final_result_0969,train,DDD,2014J,370274,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_1439,train,DDD,2014J,676865,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
oulad_final_result_0611,train,AAA,2014J,2277857,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
oulad_final_result_1221,train,GGG,2014B,634986,F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass
oulad_final_result_0055,train,DDD,2013J,598701,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
oulad_final_result_0557,train,FFF,2013B,166421,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
oulad_final_result_1901,train,BBB,2013J,2455066,F,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass
oulad_final_result_1754,train,GGG,2014B,2658277,F,South East Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
oulad_final_result_1429,train,DDD,2013J,476144,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass
oulad_final_result_1121,train,BBB,2013B,543864,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail
oulad_final_result_1957,train,AAA,2014J,593846,M,South Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn
oulad_final_result_0647,train,BBB,2013J,604079,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
oulad_final_result_1505,train,FFF,2013B,2090053,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_1233,train,GGG,2014B,299536,F,South West Region,Lower Than A Level,50-60%,0-35,0,30,Y,Fail
oulad_final_result_1762,valid,BBB,2014B,437171,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
oulad_final_result_1461,train,GGG,2014B,2574822,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
oulad_final_result_1147,train,BBB,2014J,606134,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
oulad_final_result_0243,train,FFF,2013J,546480,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_0085,train,DDD,2013J,586243,F,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction
oulad_final_result_0014,train,GGG,2014B,545665,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Distinction
oulad_final_result_1471,train,GGG,2014B,626618,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
oulad_final_result_1715,test,CCC,2014J,286658,F,North Region,A Level or Equivalent,,35-55,0,90,N,Distinction
oulad_final_result_0753,valid,BBB,2014B,634280,M,West Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Distinction
oulad_final_result_1964,train,FFF,2013J,608727,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0130,train,EEE,2014J,2443165,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
oulad_final_result_0395,train,FFF,2013J,570428,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
oulad_final_result_0080,test,DDD,2013J,513499,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_1992,train,FFF,2013B,545951,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1382,train,AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass
oulad_final_result_0127,valid,BBB,2014J,578418,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1926,train,FFF,2013J,608422,M,North Region,A Level or Equivalent,,35-55,0,90,N,Pass
oulad_final_result_1669,train,BBB,2013J,598260,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_1383,train,BBB,2013B,532000,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn
oulad_final_result_0155,train,CCC,2014J,354688,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
oulad_final_result_0971,train,BBB,2013B,556553,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_1867,train,DDD,2013J,585929,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0472,train,CCC,2014J,378576,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn
oulad_final_result_0920,train,FFF,2013J,486551,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
oulad_final_result_1821,train,CCC,2014B,468753,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
oulad_final_result_1680,train,FFF,2014J,648515,M,Scotland,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
oulad_final_result_0120,valid,BBB,2013B,2384819,F,Scotland,HE Qualification,0-10%,35-55,0,120,N,Distinction
oulad_final_result_0184,train,FFF,2014J,2028523,F,South West Region,A Level or Equivalent,50-60%,35-55,0,90,N,Withdrawn
oulad_final_result_1123,train,DDD,2014J,552114,F,South West Region,Lower Than A Level,50-60%,0-35,1,120,N,Fail
oulad_final_result_0100,train,FFF,2013J,610335,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1201,train,DDD,2013J,509416,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
oulad_final_result_0494,train,BBB,2014J,491001,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
oulad_final_result_1432,train,DDD,2014J,650271,M,North Region,HE Qualification,,35-55,0,120,N,Fail
oulad_final_result_1746,test,DDD,2013J,315730,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_1798,train,CCC,2014J,414772,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
oulad_final_result_0382,test,BBB,2014J,694404,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
oulad_final_result_1698,train,BBB,2014J,554048,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
oulad_final_result_1227,train,FFF,2014J,132475,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass
oulad_final_result_1347,valid,FFF,2014J,484010,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
oulad_final_result_0580,train,GGG,2013J,561148,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass
oulad_final_result_1314,valid,FFF,2014B,620277,F,Ireland,A Level or Equivalent,30-40%,0-35,0,75,N,Fail
oulad_final_result_1687,train,BBB,2013B,561713,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass
oulad_final_result_0430,train,CCC,2014B,2569834,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn
oulad_final_result_1091,valid,FFF,2013B,142339,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction
oulad_final_result_0172,test,EEE,2013J,539695,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail
oulad_final_result_0881,train,GGG,2013J,581965,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction
oulad_final_result_1661,train,FFF,2013J,589665,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_0638,train,CCC,2014B,580525,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
oulad_final_result_0593,train,FFF,2014J,646402,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,120,N,Pass
oulad_final_result_1348,test,BBB,2013B,2620178,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
oulad_final_result_1939,train,BBB,2014J,555749,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_0503,train,DDD,2013J,494389,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
oulad_final_result_0873,train,FFF,2014J,2140300,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,240,N,Pass
oulad_final_result_1905,train,DDD,2014J,599877,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_1459,train,EEE,2014J,613953,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
oulad_final_result_1742,train,DDD,2014J,603961,M,South Region,Lower Than A Level,,0-35,0,60,N,Pass
oulad_final_result_1481,train,FFF,2013J,2356049,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_1138,valid,CCC,2014B,617307,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_0595,train,FFF,2013J,570023,M,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_0113,test,BBB,2014B,591309,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn
oulad_final_result_0871,train,CCC,2014B,611260,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass
oulad_final_result_0094,test,CCC,2014J,650133,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1269,valid,FFF,2014J,535542,M,Scotland,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
oulad_final_result_0943,train,DDD,2013B,557247,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn
oulad_final_result_0876,test,DDD,2013J,274712,M,London Region,HE Qualification,70-80%,35-55,2,60,N,Fail
oulad_final_result_0245,train,CCC,2014J,680765,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
oulad_final_result_0885,train,FFF,2014J,322499,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
oulad_final_result_0717,train,FFF,2013J,259609,M,East Midlands Region,Lower Than A Level,20-30%,0-35,2,180,Y,Withdrawn
oulad_final_result_0693,train,BBB,2013J,582474,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
oulad_final_result_1922,test,BBB,2014B,633130,M,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
oulad_final_result_1288,valid,BBB,2013J,535833,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
oulad_final_result_0898,train,FFF,2014J,678946,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass
oulad_final_result_0047,train,FFF,2014B,624243,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,Y,Withdrawn
oulad_final_result_1736,train,DDD,2013B,548959,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
oulad_final_result_0839,train,BBB,2014B,2570092,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
oulad_final_result_0692,train,DDD,2013J,1723019,F,South Region,HE Qualification,60-70%,35-55,0,120,N,Fail
oulad_final_result_0488,train,BBB,2013J,2529306,F,London Region,No Formal quals,50-60%,0-35,1,60,N,Fail
oulad_final_result_1104,train,BBB,2013J,575207,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
oulad_final_result_1738,train,BBB,2014J,572538,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass
oulad_final_result_1623,train,GGG,2014J,685535,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
oulad_final_result_0364,train,DDD,2013B,403902,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
oulad_final_result_1239,valid,FFF,2013J,581770,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_1000,test,FFF,2014B,614973,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail
oulad_final_result_1936,train,FFF,2014J,71159,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass
oulad_final_result_1276,train,AAA,2013J,2645733,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass
oulad_final_result_0344,train,DDD,2014B,527323,F,London Region,Lower Than A Level,10-20,0-35,3,90,N,Fail
oulad_final_result_1692,train,BBB,2014J,655414,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1845,train,BBB,2014J,651394,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Fail
oulad_final_result_0483,train,DDD,2013B,559823,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
oulad_final_result_0615,train,CCC,2014J,2451523,F,South East Region,HE Qualification,40-50%,35-55,0,60,N,Distinction
oulad_final_result_0195,test,BBB,2014J,652044,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass
oulad_final_result_1613,train,CCC,2014J,582395,M,Wales,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn
oulad_final_result_1396,train,FFF,2014B,619118,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
oulad_final_result_0863,train,BBB,2014B,616414,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_0161,train,DDD,2014J,599270,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0585,train,CCC,2014B,630540,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
oulad_final_result_1585,train,BBB,2014B,616511,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
oulad_final_result_0412,test,FFF,2013B,544847,M,Scotland,HE Qualification,0-10%,0-35,0,120,Y,Fail
oulad_final_result_0473,train,DDD,2013B,474451,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
oulad_final_result_0998,test,FFF,2014J,682482,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1591,valid,FFF,2014B,625812,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn
oulad_final_result_1586,train,BBB,2013J,604356,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
